COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,90235,83516,0,493,167,2,3,3,911,40,4,168,53,76514,3,4725,430,6257,4008,2194,55,462,"106Y01M"
63000,臺北市,57327,49257,0,2241,359,4,20,23,1637,68,15,309,18,36650,3,7574,336,5707,1911,3738,58,2363,"106Y01M"
68000,桃園市,103017,101194,0,96,105,2,0,0,283,25,0,68,54,93938,11,6547,65,1575,447,1117,11,248,"106Y01M"
66000,臺中市,87400,82929,0,448,210,2,2,0,780,49,5,323,85,78933,14,1552,526,4038,2569,1420,49,433,"106Y01M"
67000,臺南市,55305,53081,0,72,114,0,1,2,312,22,3,84,24,50992,36,1235,184,2085,1087,980,18,139,"106Y01M"
64000,高雄市,57655,52887,0,361,391,1,0,0,665,56,1,197,14,49437,226,1394,144,4325,2595,1702,28,443,"106Y01M"
10002,宜蘭縣,11650,11059,0,6,5,0,0,0,77,7,0,33,8,10780,0,119,24,576,440,131,5,15,"106Y01M"
10004,新竹縣,27021,25850,0,91,137,0,0,0,193,7,0,63,9,24673,0,420,257,1058,824,229,5,113,"106Y01M"
10005,苗栗縣,19609,18878,0,14,35,0,0,0,39,5,1,20,2,18398,0,186,178,704,654,48,2,27,"106Y01M"
10007,彰化縣,45405,43741,0,8,7,0,0,0,112,6,0,19,11,43050,0,442,86,1622,1351,267,4,42,"106Y01M"
10008,南投縣,11064,10443,0,10,6,0,0,0,59,1,0,21,11,10122,0,161,52,605,498,100,7,16,"106Y01M"
10009,雲林縣,16037,15161,0,10,40,0,0,0,43,3,0,19,6,14608,0,202,230,807,628,177,2,69,"106Y01M"
10010,嘉義縣,10949,9988,0,7,3,0,1,0,29,5,0,20,11,9798,11,75,28,946,506,438,2,15,"106Y01M"
10013,屏東縣,13509,12175,0,9,3,0,0,0,60,6,0,46,7,11764,4,247,29,1293,1031,255,7,41,"106Y01M"
10014,臺東縣,2641,2411,0,8,2,0,0,0,42,3,1,22,1,2183,26,69,54,217,178,28,11,13,"106Y01M"
10015,花蓮縣,6212,5777,0,8,6,1,0,0,60,9,4,27,4,5264,0,259,135,414,106,294,14,21,"106Y01M"
10016,澎湖縣,2531,2486,0,1,0,0,0,0,17,0,0,3,1,2411,16,6,31,45,42,2,1,0,"106Y01M"
10017,基隆市,5429,4964,0,27,8,0,0,0,49,2,0,10,2,4581,33,114,138,451,328,106,17,14,"106Y01M"
10018,新竹市,13629,11917,0,97,301,2,0,0,288,5,0,105,4,10549,1,543,22,1407,748,659,0,305,"106Y01M"
10020,嘉義市,3332,3087,0,13,8,0,0,0,70,1,0,29,6,2886,0,55,19,241,163,77,1,4,"106Y01M"
09020,金門縣,939,900,0,7,0,0,0,0,6,0,0,5,0,801,57,16,8,38,18,19,1,1,"106Y01M"
09007,連江縣,197,184,0,0,0,0,0,0,1,0,0,0,0,153,16,3,11,13,12,1,0,0,"106Y01M"
