COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,108194,98638,0,673,358,3,7,8,1221,76,7,180,79,87458,11,7558,999,8897,3781,4985,131,659,"108Y08M"
63000,臺北市,68200,57269,1,3018,565,12,18,28,1943,105,9,225,31,38515,12,12010,777,7732,1962,5650,120,3199,"108Y08M"
68000,桃園市,121623,117419,1,125,223,1,0,1,360,42,1,75,54,107260,13,8104,1159,3818,606,3181,31,386,"108Y08M"
66000,臺中市,108939,102354,0,603,335,2,3,0,1031,82,6,292,90,96237,25,2672,976,5933,2702,3072,159,652,"108Y08M"
67000,臺南市,63980,60241,0,83,165,1,4,1,413,28,2,69,55,57185,47,1591,597,3526,1100,2393,33,213,"108Y08M"
64000,高雄市,69863,62070,0,371,465,1,0,0,767,73,1,174,32,57336,222,2172,456,7287,2608,4639,40,506,"108Y08M"
10002,宜蘭縣,13048,12281,0,15,9,0,0,0,90,10,1,33,7,11902,0,190,24,746,519,219,8,21,"108Y08M"
10004,新竹縣,32380,30149,0,143,289,1,2,0,281,10,0,47,17,28329,0,588,442,1993,835,1141,17,238,"108Y08M"
10005,苗栗縣,22249,21355,0,18,50,1,0,0,79,7,1,15,3,20417,0,283,481,848,431,394,23,46,"108Y08M"
10007,彰化縣,54988,52391,0,12,6,0,0,0,118,13,0,26,8,51482,0,568,158,2555,1489,1061,5,42,"108Y08M"
10008,南投縣,13723,12739,0,12,4,0,0,0,64,4,0,22,16,12097,0,301,219,962,434,512,16,22,"108Y08M"
10009,雲林縣,20469,19252,0,23,31,0,0,0,61,5,1,19,25,18224,0,679,184,1122,476,600,46,95,"108Y08M"
10010,嘉義縣,14478,12481,0,10,7,0,0,0,30,7,0,22,15,12187,20,110,73,1973,610,1345,18,24,"108Y08M"
10013,屏東縣,16690,15138,0,15,12,0,0,0,60,9,0,52,9,14599,1,252,129,1510,1024,478,8,42,"108Y08M"
10014,臺東縣,2716,2510,0,16,3,0,1,0,63,0,1,20,2,2193,28,99,84,181,147,19,15,25,"108Y08M"
10015,花蓮縣,6872,6325,0,13,6,1,0,0,69,12,2,25,5,5559,0,346,287,524,76,434,14,23,"108Y08M"
10016,澎湖縣,2803,2767,0,4,0,0,0,0,17,0,0,2,0,2657,18,15,54,36,21,14,1,0,"108Y08M"
10017,基隆市,6885,6030,0,24,5,0,0,0,54,4,0,7,2,5474,25,180,255,839,251,570,18,16,"108Y08M"
10018,新竹市,17495,14560,0,134,582,2,1,0,391,9,0,86,6,12213,0,973,163,2470,895,1564,11,465,"108Y08M"
10020,嘉義市,3759,3454,0,15,10,0,0,0,74,4,0,33,6,3161,0,78,73,272,143,119,10,33,"108Y08M"
09020,金門縣,1157,1100,0,3,5,0,0,0,12,0,0,3,1,971,52,37,16,56,19,36,1,1,"108Y08M"
09007,連江縣,237,231,0,0,0,0,0,0,0,0,0,0,0,184,28,5,14,6,6,0,0,0,"108Y08M"
