COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,92692,83117,0,578,240,3,4,1,1063,51,4,172,56,74983,3,5504,455,8961,4345,4570,46,614,"105Y09M"
63000,臺北市,65075,52276,0,3075,527,8,25,28,2080,89,15,320,22,35700,0,10073,314,9658,2232,7378,48,3141,"105Y09M"
68000,桃園市,106294,102813,0,128,195,1,0,0,335,36,0,66,59,94322,10,7546,115,3179,488,2680,11,302,"105Y09M"
66000,臺中市,89533,82150,0,618,258,2,2,0,960,60,3,321,87,77474,14,1767,584,6790,2743,3996,51,593,"105Y09M"
67000,臺南市,56336,53007,0,65,176,1,2,2,385,24,3,82,16,50642,25,1423,161,3157,1166,1975,16,172,"105Y09M"
64000,高雄市,59530,52894,0,479,431,2,0,0,810,69,1,187,24,48990,256,1482,163,6131,2739,3367,25,505,"105Y09M"
10002,宜蘭縣,11334,10573,0,4,8,0,0,0,85,7,1,36,8,10264,0,134,26,742,474,265,3,19,"105Y09M"
10004,新竹縣,26865,25411,0,121,221,0,1,0,216,10,0,61,10,23958,0,509,304,1279,885,390,4,175,"105Y09M"
10005,苗栗縣,19556,18678,0,22,50,0,0,0,60,8,0,17,2,18186,0,209,124,836,742,93,1,42,"105Y09M"
10007,彰化縣,45405,43019,0,8,4,0,0,0,134,8,0,18,12,42240,0,511,84,2340,1428,910,2,46,"105Y09M"
10008,南投縣,11153,10198,0,14,6,0,0,0,63,0,0,23,16,9850,0,174,52,928,525,396,7,27,"105Y09M"
10009,雲林縣,16306,14828,0,11,54,0,0,0,68,1,0,20,6,14258,0,153,257,1369,690,678,1,109,"105Y09M"
10010,嘉義縣,11171,9680,0,8,4,0,1,0,39,2,1,22,12,9473,10,84,24,1472,543,928,1,19,"105Y09M"
10013,屏東縣,13957,12162,0,10,7,0,0,0,70,10,0,42,10,11717,1,256,39,1749,1105,639,5,46,"105Y09M"
10014,臺東縣,2680,2399,0,10,3,0,0,0,48,4,1,21,1,2158,27,73,53,268,179,78,11,13,"105Y09M"
10015,花蓮縣,6668,5796,0,10,4,0,0,0,73,11,3,32,2,5238,0,261,162,840,110,715,15,32,"105Y09M"
10016,澎湖縣,2540,2466,0,1,1,0,0,0,16,0,0,3,1,2390,12,14,28,74,46,27,1,0,"105Y09M"
10017,基隆市,5562,4866,0,22,14,0,0,0,54,4,0,13,3,4467,36,120,133,674,373,287,14,22,"105Y09M"
10018,新竹市,15342,12307,0,152,539,1,1,0,388,8,1,113,4,10298,0,771,31,2588,873,1715,0,447,"105Y09M"
10020,嘉義市,3512,3124,0,21,8,0,0,0,85,3,0,29,7,2885,0,69,17,381,176,204,1,7,"105Y09M"
09020,金門縣,1067,896,0,5,0,0,0,0,9,0,0,4,0,796,53,20,9,170,17,152,1,1,"105Y09M"
09007,連江縣,203,191,0,0,0,0,0,0,1,0,0,0,0,162,16,4,8,12,12,0,0,0,"105Y09M"
