COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,101741,91876,0,619,264,3,8,5,1143,64,9,149,67,82674,10,6183,678,9268,3987,5222,59,597,"107Y03M"
63000,臺北市,66473,54833,0,2981,540,12,22,28,1913,91,13,293,28,37383,8,11116,405,9139,2040,7021,78,2501,"107Y03M"
68000,桃園市,115094,111139,0,128,181,2,0,0,369,40,1,73,50,102338,14,7621,322,3639,528,3099,12,316,"107Y03M"
66000,臺中市,101846,94419,0,568,262,1,3,0,970,65,5,308,96,89313,23,2265,540,6930,2609,4262,59,497,"107Y03M"
67000,臺南市,59592,55899,0,68,160,0,3,2,392,32,2,83,41,53455,45,1328,288,3529,1085,2422,22,164,"107Y03M"
64000,高雄市,64599,57598,0,402,407,2,0,0,751,66,1,176,37,53456,226,1803,271,6579,2546,4003,30,422,"107Y03M"
10002,宜蘭縣,12695,11937,0,8,7,0,0,0,85,4,1,29,8,11605,0,167,23,743,459,278,6,15,"107Y03M"
10004,新竹縣,31050,29385,0,155,231,0,2,0,258,9,0,51,10,27800,0,518,351,1493,848,634,11,172,"107Y03M"
10005,苗栗縣,21530,20786,0,23,60,0,0,0,64,7,0,18,2,20034,0,246,332,706,526,178,2,38,"107Y03M"
10007,彰化縣,51477,48790,0,9,4,0,0,0,140,6,0,25,10,47969,0,490,137,2653,1351,1300,2,34,"107Y03M"
10008,南投縣,12279,11319,0,16,7,0,0,0,70,2,0,22,16,10902,0,203,81,944,456,480,8,16,"107Y03M"
10009,雲林縣,18814,17109,0,23,43,0,0,0,63,5,0,25,15,16378,0,330,227,1603,603,996,4,102,"107Y03M"
10010,嘉義縣,13286,11415,0,10,4,0,0,0,40,4,0,24,13,11181,14,94,31,1852,553,1296,3,19,"107Y03M"
10013,屏東縣,15393,13612,0,15,8,0,0,0,66,10,0,53,7,13100,4,265,84,1747,1025,715,7,34,"107Y03M"
10014,臺東縣,2700,2473,0,14,5,0,1,0,53,0,0,21,3,2215,25,75,61,209,150,49,10,18,"107Y03M"
10015,花蓮縣,7091,6170,0,15,4,1,0,0,77,11,2,30,4,5436,0,313,277,890,80,795,15,31,"107Y03M"
10016,澎湖縣,2816,2765,0,1,0,0,0,0,17,0,0,1,0,2666,24,17,39,50,28,21,1,1,"107Y03M"
10017,基隆市,6353,5534,0,22,14,0,0,0,53,5,0,8,2,5058,15,168,189,800,272,513,15,19,"107Y03M"
10018,新竹市,16682,13495,0,158,476,2,1,0,396,7,1,113,4,11490,0,807,40,2793,871,1919,3,394,"107Y03M"
10020,嘉義市,3759,3386,0,10,11,0,0,0,70,4,0,31,7,3135,0,84,34,360,156,200,4,13,"107Y03M"
09020,金門縣,1092,1031,0,4,4,0,0,0,15,0,0,3,0,906,50,40,9,60,14,46,0,1,"107Y03M"
09007,連江縣,222,214,0,0,0,0,0,0,0,0,0,0,0,172,29,4,9,8,8,0,0,0,"107Y03M"
