COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,96645,88688,0,634,259,3,5,1,965,67,6,145,68,80503,2,5425,605,7446,4124,3266,56,511,"106Y07M"
63000,臺北市,60749,51584,0,3068,510,9,15,25,1614,99,12,291,26,36548,12,9006,349,7139,1892,5185,62,2026,"106Y07M"
68000,桃園市,111385,108545,0,125,165,2,0,0,291,35,1,76,50,100516,14,7173,97,2566,472,2085,9,274,"106Y07M"
66000,臺中市,95479,89669,0,558,283,1,3,0,765,64,3,283,104,85266,16,1831,492,5382,2561,2767,54,428,"106Y07M"
67000,臺南市,58079,55475,0,69,149,0,2,2,335,29,2,63,39,53265,45,1268,207,2442,1085,1341,16,162,"106Y07M"
64000,高雄市,60179,54807,0,418,444,1,0,0,619,84,1,176,36,51152,222,1493,161,5007,2652,2327,28,365,"106Y07M"
10002,宜蘭縣,12181,11560,0,6,6,0,0,0,75,6,1,25,9,11261,0,140,31,609,432,171,6,12,"106Y07M"
10004,新竹縣,29587,28243,0,133,220,0,1,0,200,13,0,53,11,26778,0,552,282,1194,867,319,8,150,"106Y07M"
10005,苗栗縣,20985,20252,0,19,65,0,0,0,43,7,1,19,2,19613,0,227,256,695,614,80,1,38,"106Y07M"
10007,彰化縣,49543,47598,0,9,6,0,0,0,129,7,0,18,12,46818,0,452,147,1919,1289,627,3,26,"106Y07M"
10008,南投縣,11836,11052,0,14,8,0,0,0,51,2,0,19,16,10699,0,182,61,769,471,291,7,15,"106Y07M"
10009,雲林縣,17562,16359,0,23,40,0,1,0,48,3,0,22,9,15714,0,263,236,1146,593,551,2,57,"106Y07M"
10010,嘉義縣,11883,10712,0,7,6,0,0,0,34,3,0,18,12,10516,11,76,29,1156,541,613,2,15,"106Y07M"
10013,屏東縣,14394,12968,0,14,8,0,0,0,59,10,0,52,9,12466,5,262,83,1385,982,397,6,41,"106Y07M"
10014,臺東縣,2631,2403,0,13,3,0,1,0,33,1,1,19,1,2179,27,79,46,212,157,42,13,16,"106Y07M"
10015,花蓮縣,6514,5949,0,11,3,0,0,0,57,13,3,27,4,5416,0,268,147,546,90,443,13,19,"106Y07M"
10016,澎湖縣,2699,2650,0,1,0,0,0,0,11,0,0,2,0,2552,27,12,45,49,35,13,1,0,"106Y07M"
10017,基隆市,5974,5373,0,28,11,0,0,0,48,2,0,9,2,4941,20,142,170,583,302,267,14,18,"106Y07M"
10018,新竹市,15389,12954,0,167,492,1,0,0,300,8,1,92,3,11144,1,725,20,2154,808,1343,3,281,"106Y07M"
10020,嘉義市,3466,3163,0,14,7,0,0,0,67,2,0,27,8,2946,0,65,27,299,156,141,2,4,"106Y07M"
09020,金門縣,987,902,0,6,1,0,0,0,4,0,0,2,0,810,56,12,11,85,15,70,0,0,"106Y07M"
09007,連江縣,221,212,0,0,0,0,0,0,1,0,0,0,0,172,25,3,11,9,9,0,0,0,"106Y07M"
