COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,101203,91258,1,612,259,3,5,3,1144,66,5,164,69,82302,9,5959,657,9307,4153,5096,58,638,"106Y10M"
63000,臺北市,68194,55182,0,3001,535,12,22,28,2039,101,14,299,27,37391,12,11295,406,9737,2167,7505,65,3275,"106Y10M"
68000,桃園市,115303,111316,0,114,167,2,0,0,360,34,1,72,46,102576,14,7694,236,3652,524,3119,9,335,"106Y10M"
66000,臺中市,100950,93076,0,581,295,2,4,0,1002,68,4,320,101,87976,17,2156,550,7262,2731,4479,52,612,"106Y10M"
67000,臺南市,59827,56122,0,71,163,0,2,2,399,35,3,77,38,53696,44,1328,264,3515,1105,2389,21,190,"106Y10M"
64000,高雄市,64456,57211,0,406,432,2,0,0,798,76,1,171,32,53102,224,1714,253,6723,2662,4036,25,522,"106Y10M"
10002,宜蘭縣,12726,11941,0,8,6,0,0,0,87,7,1,34,8,11602,0,156,32,769,462,301,6,16,"106Y10M"
10004,新竹縣,30931,29187,0,143,225,0,1,0,260,8,0,56,10,27663,0,540,281,1564,902,655,7,180,"106Y10M"
10005,苗栗縣,21417,20681,0,23,68,0,0,0,65,6,2,16,2,19969,0,222,308,695,582,111,2,41,"106Y10M"
10007,彰化縣,51025,48401,0,9,6,0,0,0,141,8,0,21,10,47580,0,482,144,2588,1320,1265,3,36,"106Y10M"
10008,南投縣,12371,11382,0,17,8,0,0,0,72,2,0,20,16,10970,0,204,73,968,468,495,5,21,"106Y10M"
10009,雲林縣,18498,16831,0,21,42,0,1,0,66,4,0,26,15,16123,0,287,246,1534,611,921,2,133,"106Y10M"
10010,嘉義縣,12974,11156,0,6,4,0,0,0,35,6,0,14,11,10943,12,91,34,1804,556,1246,2,14,"106Y10M"
10013,屏東縣,15045,13235,0,11,7,0,0,0,64,8,0,49,7,12719,5,274,91,1766,1011,749,6,44,"106Y10M"
10014,臺東縣,2706,2455,0,12,3,0,1,0,51,1,1,19,2,2193,27,77,68,233,162,62,9,18,"106Y10M"
10015,花蓮縣,7108,6185,0,14,3,0,0,0,78,11,3,29,4,5488,0,302,253,896,87,797,12,27,"106Y10M"
10016,澎湖縣,2803,2750,0,1,0,0,0,0,18,0,0,1,0,2636,26,18,50,52,28,23,1,1,"106Y10M"
10017,基隆市,6249,5478,0,27,12,0,0,0,51,4,0,10,2,5021,19,163,169,748,311,422,15,23,"106Y10M"
10018,新竹市,16491,13273,0,166,509,2,1,0,403,7,0,90,3,11281,0,776,35,2798,871,1925,2,420,"106Y10M"
10020,嘉義市,3683,3279,0,13,8,1,0,0,73,5,0,33,6,3037,1,72,30,391,162,225,4,13,"106Y10M"
09020,金門縣,1099,992,0,6,0,0,0,0,13,0,0,3,0,872,52,34,12,107,15,92,0,0,"106Y10M"
09007,連江縣,223,214,0,0,0,0,0,0,0,0,0,0,0,171,27,4,12,9,9,0,0,0,"106Y10M"
