COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,94793,85064,0,595,256,3,7,2,1114,60,4,174,58,76690,3,5621,477,9090,4386,4656,48,639,"105Y11M"
63000,臺北市,66604,53374,0,3094,540,8,25,29,2178,83,17,340,23,36435,2,10257,343,9957,2233,7666,58,3273,"105Y11M"
68000,桃園市,107453,103904,0,125,189,2,0,0,360,40,0,64,58,95478,12,7501,75,3225,489,2727,9,324,"105Y11M"
66000,臺中市,92300,84736,0,626,282,2,2,0,987,63,3,324,86,79947,15,1821,578,6951,2768,4134,49,613,"105Y11M"
67000,臺南市,57040,53706,0,65,159,1,1,2,387,29,3,85,22,51311,34,1429,178,3164,1132,2015,17,170,"105Y11M"
64000,高雄市,60704,53864,0,473,458,2,0,0,815,72,1,198,22,49888,247,1534,154,6303,2735,3543,25,537,"105Y11M"
10002,宜蘭縣,11760,10999,0,4,7,0,0,0,93,9,1,33,9,10681,0,137,25,742,466,273,3,19,"105Y11M"
10004,新竹縣,27459,26011,0,123,221,0,1,0,240,11,0,62,11,24519,0,517,306,1277,885,389,3,171,"105Y11M"
10005,苗栗縣,19862,18985,0,19,58,0,0,0,65,5,2,19,2,18451,0,209,155,831,731,98,2,46,"105Y11M"
10007,彰化縣,46801,44385,0,8,7,0,0,0,145,8,0,21,11,43599,0,515,71,2369,1413,954,2,47,"105Y11M"
10008,南投縣,11465,10514,0,13,7,0,0,0,65,0,0,23,17,10148,0,180,61,924,514,402,8,27,"105Y11M"
10009,雲林縣,16889,15272,0,18,53,0,0,0,67,3,0,20,7,14652,0,195,257,1483,677,805,1,134,"105Y11M"
10010,嘉義縣,11489,10004,0,8,6,0,1,0,43,4,1,21,11,9785,11,87,26,1467,535,931,1,18,"105Y11M"
10013,屏東縣,14039,12246,0,10,6,0,0,0,70,10,0,35,9,11799,4,267,36,1744,1089,651,4,49,"105Y11M"
10014,臺東縣,2691,2397,0,9,3,0,0,0,50,4,1,24,1,2158,21,73,53,278,191,76,11,16,"105Y11M"
10015,花蓮縣,6718,5829,0,8,4,1,0,0,76,12,4,31,5,5252,0,275,161,858,108,736,14,31,"105Y11M"
10016,澎湖縣,2459,2390,0,1,0,0,0,0,14,0,0,3,0,2315,12,14,31,69,42,27,0,0,"105Y11M"
10017,基隆市,5613,4936,0,23,16,0,0,0,55,4,0,11,3,4528,35,122,139,653,346,290,17,24,"105Y11M"
10018,新竹市,15596,12527,0,154,536,1,0,0,420,9,1,109,5,10491,1,772,28,2619,879,1740,0,450,"105Y11M"
10020,嘉義市,3525,3136,0,16,6,0,0,0,84,3,1,28,7,2900,0,73,18,382,163,217,2,7,"105Y11M"
09020,金門縣,1063,893,0,6,0,0,0,0,8,0,0,3,0,789,58,22,7,170,16,153,1,0,"105Y11M"
09007,連江縣,193,180,0,0,0,0,0,0,1,0,0,0,0,149,17,4,9,13,12,1,0,0,"105Y11M"
