COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,91031,82778,0,557,235,3,4,3,1017,56,4,146,56,75099,2,5153,443,7669,4322,3299,48,584,"105Y08M"
63000,臺北市,61987,51647,0,3059,519,8,23,27,1942,86,14,314,25,35903,1,9424,302,7210,2227,4935,48,3130,"105Y08M"
68000,桃園市,104811,102215,0,128,188,1,0,0,326,36,0,70,54,94034,11,7252,115,2297,478,1810,9,299,"105Y08M"
66000,臺中市,87926,82083,0,597,252,2,2,0,893,60,4,299,80,77645,14,1659,576,5275,2723,2506,46,568,"105Y08M"
67000,臺南市,55639,53168,0,70,172,1,2,2,356,26,3,75,15,50883,21,1385,157,2318,1149,1153,16,153,"105Y08M"
64000,高雄市,58093,52722,0,498,405,2,0,0,766,77,1,176,24,48905,270,1434,164,4865,2696,2147,22,506,"105Y08M"
10002,宜蘭縣,11315,10684,0,5,7,0,0,0,86,10,1,38,8,10366,0,137,26,615,467,145,3,16,"105Y08M"
10004,新竹縣,26843,25497,0,116,213,0,1,0,198,10,0,59,10,24071,0,517,302,1179,871,303,5,167,"105Y08M"
10005,苗栗縣,19813,18947,0,24,57,0,0,0,57,8,2,17,2,18444,0,213,123,822,754,67,1,44,"105Y08M"
10007,彰化縣,45153,43199,0,7,3,0,0,0,127,9,0,19,12,42437,0,500,85,1907,1433,472,2,47,"105Y08M"
10008,南投縣,10955,10174,0,13,7,0,0,0,56,0,0,25,18,9846,0,153,56,756,514,235,7,25,"105Y08M"
10009,雲林縣,16232,14932,0,14,57,0,0,0,58,3,1,20,5,14378,0,144,252,1195,692,502,1,105,"105Y08M"
10010,嘉義縣,10806,9668,0,7,4,0,1,0,30,4,1,21,11,9468,10,87,24,1117,536,580,1,21,"105Y08M"
10013,屏東縣,13672,12206,0,10,7,0,0,0,67,11,0,40,10,11785,0,239,37,1416,1083,327,6,50,"105Y08M"
10014,臺東縣,2650,2402,0,9,3,0,0,0,45,4,0,22,1,2165,27,73,53,236,178,47,11,12,"105Y08M"
10015,花蓮縣,6286,5752,0,10,4,1,0,0,64,9,4,29,3,5203,0,268,157,502,113,376,13,32,"105Y08M"
10016,澎湖縣,2518,2454,0,0,0,0,0,0,15,0,0,3,1,2383,13,12,27,64,46,17,1,0,"105Y08M"
10017,基隆市,5538,4943,0,21,18,0,0,0,54,4,0,11,3,4552,35,116,129,573,380,178,15,22,"105Y08M"
10018,新竹市,14750,12325,0,158,539,1,1,0,378,8,1,108,4,10339,0,759,29,1997,866,1131,0,428,"105Y08M"
10020,嘉義市,3407,3098,0,23,6,0,0,0,79,3,0,30,8,2865,1,66,17,303,175,127,1,6,"105Y08M"
09020,金門縣,1046,904,0,6,0,0,0,0,7,0,0,4,0,806,53,20,8,141,19,121,1,1,"105Y08M"
09007,連江縣,208,195,0,0,0,0,0,0,0,0,0,0,0,169,15,4,7,13,13,0,0,0,"105Y08M"
