COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,111603,100874,0,734,365,4,5,6,1234,78,7,192,72,88348,8,8256,1565,10082,3683,6248,151,647,"108Y12M"
63000,臺北市,69982,58413,2,2897,578,9,20,27,1758,130,9,240,28,38739,18,12464,1494,9181,1848,7196,137,2388,"108Y12M"
68000,桃園市,123279,118498,1,132,197,1,0,1,374,40,1,84,49,107644,13,8263,1698,4395,613,3741,41,386,"108Y12M"
66000,臺中市,109651,101502,0,581,315,2,2,0,1011,76,6,284,85,95161,32,2733,1214,7558,2652,4752,154,591,"108Y12M"
67000,臺南市,65401,60713,0,77,176,1,3,0,435,30,2,74,54,57436,46,1583,796,4458,1115,3303,40,230,"108Y12M"
64000,高雄市,70808,61652,0,347,396,0,0,0,730,73,1,180,37,56737,204,2242,705,8703,2598,6064,41,453,"108Y12M"
10002,宜蘭縣,13434,12532,0,13,12,0,0,0,88,10,1,32,7,12132,0,204,33,876,534,333,9,26,"108Y12M"
10004,新竹縣,32322,30053,0,142,289,1,1,0,280,9,0,52,17,28144,0,571,547,2058,789,1255,14,211,"108Y12M"
10005,苗栗縣,22370,21455,0,25,59,1,0,0,75,7,0,18,2,20468,0,337,463,867,393,449,25,48,"108Y12M"
10007,彰化縣,55753,52812,0,15,10,0,0,0,122,11,0,32,7,51753,0,608,254,2890,1521,1365,4,51,"108Y12M"
10008,南投縣,14162,13103,0,14,3,0,0,0,69,4,0,22,16,12320,0,306,349,1041,438,591,12,18,"108Y12M"
10009,雲林縣,21144,19677,0,19,32,0,0,0,73,5,1,20,20,18575,0,759,173,1355,460,869,26,112,"108Y12M"
10010,嘉義縣,15017,12615,0,9,6,0,0,0,35,8,0,27,13,12294,19,118,86,2372,630,1728,14,30,"108Y12M"
10013,屏東縣,17091,15268,0,15,10,0,0,0,59,12,0,57,9,14677,1,280,148,1777,1031,740,6,46,"108Y12M"
10014,臺東縣,2761,2559,0,18,4,0,1,0,67,0,1,21,2,2228,20,99,98,177,139,21,17,25,"108Y12M"
10015,花蓮縣,7207,6364,0,16,4,0,0,0,72,12,1,26,4,5344,0,414,471,816,76,723,17,27,"108Y12M"
10016,澎湖縣,2867,2821,0,3,0,0,0,0,13,0,0,2,1,2720,15,13,54,46,22,24,0,0,"108Y12M"
10017,基隆市,7195,6058,0,27,5,0,0,0,52,3,0,6,2,5474,25,184,280,1111,262,828,21,26,"108Y12M"
10018,新竹市,17947,14497,0,121,552,2,1,0,383,10,0,94,6,12152,0,930,246,3012,892,2111,9,438,"108Y12M"
10020,嘉義市,3897,3544,0,16,17,0,0,0,78,6,0,29,7,3209,0,93,89,332,143,178,11,21,"108Y12M"
09020,金門縣,1209,1146,0,3,5,0,0,0,15,0,0,4,1,993,50,39,36,62,19,43,0,1,"108Y12M"
09007,連江縣,241,237,0,0,0,0,0,0,0,0,0,0,0,189,28,5,15,4,4,0,0,0,"108Y12M"
