COUNTY_ID,COUNTY,ARPS_CNT,LF_CNT,O_CNT,C_CNT,E_CNT,A_CNT,L_CNT,J_CNT,T_CNT,D_CNT,N_CNT,M_CNT,TC_CNT,FW_CNT,B_CNT,LFOT_CNT,UE_CNT,NLF_CNT,H_CNT,S_CNT,NLFOT_CNT,N15A_CNT,INFO_TIME
縣市代碼,縣市名稱,外僑居留人數總計,勞動力,公務人員,商務人員,工程師,會計師,律師,記者,教師,醫師,護理人員,傳教士,技工技匠,外籍勞工,船員,勞動力其他,失業,非勞動力,家務,就學,非勞動力其他,未滿十五歲者,資料時間
65000,新北市,106803,96081,0,632,309,2,5,5,1168,65,8,174,69,85955,16,6784,889,10061,3986,6008,67,661,"107Y12M"
63000,臺北市,67031,54984,0,2631,535,10,23,26,1761,111,11,237,24,37854,9,11176,576,9568,1957,7536,75,2479,"107Y12M"
68000,桃園市,118858,113961,0,126,217,1,0,0,360,46,1,72,47,104304,13,7765,1009,4544,579,3951,14,353,"107Y12M"
66000,臺中市,108228,100236,0,521,251,3,3,0,967,77,6,301,93,94781,24,2372,837,7451,2669,4718,64,541,"107Y12M"
67000,臺南市,62839,58469,0,64,145,0,2,2,400,36,1,73,43,55775,47,1386,495,4193,1075,3101,17,177,"107Y12M"
64000,高雄市,68223,59906,0,340,342,1,0,0,693,81,1,155,30,55561,220,1962,520,7866,2543,5290,33,451,"107Y12M"
10002,宜蘭縣,13181,12317,0,11,8,0,0,0,89,9,1,29,7,11960,0,178,25,838,494,336,8,26,"107Y12M"
10004,新竹縣,31731,29510,0,130,229,0,1,0,265,8,0,48,22,27820,0,557,430,2041,818,1212,11,180,"107Y12M"
10005,苗栗縣,21476,20536,0,21,49,1,0,0,70,7,2,18,2,19706,0,242,418,900,456,442,2,40,"107Y12M"
10007,彰化縣,54195,51215,0,9,7,0,0,0,131,10,0,28,7,50381,0,519,123,2936,1438,1496,2,44,"107Y12M"
10008,南投縣,13041,12044,0,15,5,0,0,0,70,4,0,26,17,11474,0,247,186,981,423,550,8,16,"107Y12M"
10009,雲林縣,19971,18356,0,25,31,0,0,0,65,4,1,21,19,17468,0,504,218,1500,521,975,4,115,"107Y12M"
10010,嘉義縣,14413,12168,0,10,4,0,0,0,36,6,0,26,14,11899,12,105,56,2219,586,1629,4,26,"107Y12M"
10013,屏東縣,16340,14517,0,13,10,0,0,0,65,8,0,55,10,14006,2,254,94,1788,1024,757,7,35,"107Y12M"
10014,臺東縣,2711,2511,0,15,4,0,1,0,64,0,0,23,3,2206,25,89,81,177,145,21,11,23,"107Y12M"
10015,花蓮縣,7236,6355,0,15,3,0,0,0,76,13,3,30,4,5500,0,363,348,853,77,760,16,28,"107Y12M"
10016,澎湖縣,2836,2784,0,1,0,1,0,0,17,0,0,2,1,2681,16,24,41,50,20,30,0,2,"107Y12M"
10017,基隆市,6668,5733,0,24,8,0,0,0,55,5,0,6,2,5202,14,188,229,917,261,640,16,18,"107Y12M"
10018,新竹市,17615,14119,0,96,497,1,1,0,365,9,1,114,4,12219,0,773,39,3079,870,2207,2,417,"107Y12M"
10020,嘉義市,3823,3424,0,15,11,0,0,0,75,7,0,33,7,3146,0,84,46,366,149,212,5,33,"107Y12M"
09020,金門縣,1136,1071,0,3,5,0,0,0,37,0,0,2,0,944,53,15,12,64,18,45,1,1,"107Y12M"
09007,連江縣,228,222,0,0,0,0,0,0,2,0,0,0,0,175,30,4,11,6,6,0,0,0,"107Y12M"
